V_0,T,M,P,C_P,C_T,RPM,Pitch
3.0,263301.2152028959,163037.43511617254,85366.40628239838,0.11410502673918477,1.0558248909459256,5.000012,2.426047
3.1,291208.2233431066,201250.76497391533,105374.90702773297,0.1276537758121002,1.093608278745545,5.000012,2.3236134
3.2,314214.58999805886,267804.6512768044,140222.52404131417,0.15443629973878942,1.107408703359381,5.000012,2.2211798
3.3000000000000003,333546.9905182754,349541.29066821584,183019.83106146724,0.18379676904522513,1.105377674798054,5.000012,2.1187462
3.4000000000000004,352949.59062661394,441224.05789920455,231024.93093903994,0.2121307562033576,1.1018853033465639,5.000012,2.0163125999999996
3.5000000000000004,372059.56171334215,539046.7920034413,282244.9176693694,0.23757653258044675,1.0961195496558374,5.000012,1.9138789999999997
3.6000000000000005,391454.34046595974,643357.3310686892,336861.919286421,0.2605709273580168,1.0900781976976992,5.000012,1.8114453999999995
3.7000000000000006,411122.0266682365,754339.1744713605,394972.01606959937,0.2814120544440098,1.083799233732483,5.000012,1.7090117999999994
3.8000000000000007,431053.1399996695,872210.2193133677,456689.29894848994,0.30036656484579927,1.0773210904176194,5.000012,1.6065781999999995
3.900000000000001,451232.8372197953,997117.1362940532,522090.5647059963,0.31763881397244315,1.070663567633046,5.000012,1.5041445999999992
4.000000000000001,471656.7567375903,1129282.275814048,591292.2360190565,0.33342928774905195,1.0638676910073563,5.000012,1.4017109999999993
4.100000000000001,492314.49257263384,1268899.407103644,664395.7704628975,0.34790192444699586,1.056954882550377,5.000012,1.2992773999999987
4.200000000000001,513205.12565704674,1416136.5387145297,741489.1373205992,0.36119228397362857,1.04996288285766,5.000012,1.196843799999999
4.300000000000001,534302.1221668324,1571033.5862479147,822593.2364022417,0.373388819619547,1.0428732555973885,5.000012,1.0944101999999996
4.400000000000001,555604.1828922634,1733766.3088811617,907800.0952187577,0.38460394682339083,1.035718409862038,5.000012,0.991976599999999
4.500000000000002,577094.9838956842,1904433.298872136,997161.3366795438,0.3949202760720793,1.0284988586045831,5.000012,0.8895429999999984
4.600000000000001,598748.0270917622,2083053.529264632,1090686.8950709421,0.40439720204313584,1.021198043823047,5.000012,0.7871093999999987
4.700000000000001,620576.3694323433,2269857.329176925,1188497.3707267067,0.41312948693199597,1.013867170492795,5.000012,0.6846757999999991
4.800000000000002,642552.1631073598,2464825.737589009,1290582.8356561507,0.4211567007676833,1.0064853488847751,5.000012,0.5822421999999985
4.900000000000002,664636.9015787148,2667808.0669957115,1396864.3898767086,0.42849676564516725,0.9990191940766735,5.000012,0.47980859999999814
5.000000000000002,686854.8588030133,2879088.173230272,1507490.6603118146,0.4352373519337693,0.9915314826774178,5.000012,0.3773749999999997
5.100000000000001,704721.57961057,3111141.496116562,1628993.7876553987,0.44319049944100114,0.9778196498516686,5.000012,0.35853299999999977
5.200000000000002,722595.2904693355,3350202.807183698,1754166.2978363784,0.45023813217820285,0.9644283796669634,5.000012,0.33969099999999963
5.3000000000000025,740453.254944349,3596061.725931219,1882898.0356179313,0.4564368880485125,0.9513218013437246,5.000012,0.32084899999999955
5.400000000000002,758306.3256888469,3848782.39945,2015222.588418907,0.4618737551087698,0.9385095610676615,5.000012,0.3020069999999996
5.500000000000002,776148.2505629456,4108219.501229308,2151063.863273601,0.4666021956741878,0.9259783785852562,5.000012,0.28316499999999967
5.600000000000002,793963.4905921653,4374045.4910482075,2290250.3601117735,0.47065255565041003,0.9137050401614961,5.000012,0.2643229999999996
5.700000000000003,811740.5853297444,4646080.970230324,2432688.1457806914,0.4740710269398718,0.90167305386508,5.000012,0.24548099999999948
5.8000000000000025,829464.227860999,4924201.875512647,2578312.2607518435,0.4769063173031603,0.8898631365719737,5.000012,0.22663899999999954
5.900000000000002,847135.0186790082,5208361.879541676,2727098.4480214426,0.47921049794445986,0.8782742577882079,5.000012,0.20779699999999962
6.000000000000003,864707.8148509079,5498162.133345343,2878837.8702548584,0.48099991329806474,0.8668589258233389,5.000012,0.1889549999999995
6.100000000000003,882183.8252662185,5793641.381934128,3033550.814340826,0.48232892960911633,0.8556200696228332,5.000012,0.1701129999999994
6.200000000000003,899612.9737372659,6095070.182765659,3191378.944172882,0.4832644504299333,0.844605437692957,5.000012,0.1512709999999995
6.3000000000000025,916973.934707687,6402187.988070517,3352185.8369305586,0.4838246383468025,0.8337914437523067,5.000012,0.13242899999999955
6.400000000000003,934255.4729832559,6715217.977528827,3516088.3495015646,0.484062455340359,0.823165660408372,5.000012,0.11358699999999944
6.5000000000000036,951480.21407409,7034559.034445333,3683295.337197121,0.4840363924686004,0.8127455316670076,5.000012,0.09474499999999936
6.600000000000003,968703.9702189503,7360571.160082987,3853995.296690115,0.48379448782877793,0.8025733799190105,5.000012,0.07590299999999939
6.700000000000003,985999.8917337363,7695008.344009416,4029106.616974696,0.48346595132184395,0.7926999011314512,5.000012,0.05706099999999947
6.800000000000003,1003346.1804787024,8038878.557809877,4209157.072005398,0.4831143488680556,0.7830951216543395,5.000012,0.03821899999999939
6.900000000000004,1020614.539818985,8389098.0540186,4392532.011509737,0.4825576502883784,0.7736510365714786,5.000012,0.019376999999999256
7.0000000000000036,1037838.065857967,8746310.33031452,4579568.370893151,0.48185011764604835,0.7643901074100017,5.000012000000003,0.000535
7.100000000000003,1067075.0145046252,9002967.875648903,4778241.892597307,0.4818086887266573,0.76394095945342,5.068200800000002,0.000535
7.200000000000004,1096717.55526769,9263328.678403411,4982572.764292606,0.48176772569408977,0.7635040491609959,5.136389600000002,0.000535
7.300000000000004,1126765.3042626216,9527389.078338768,5192638.322778653,0.4817270527263272,0.7630786233110296,5.204578400000003,0.000535
7.400000000000004,1157218.5999925393,9795152.825282361,5408519.891871986,0.4816868766484925,0.7626644588329167,5.272767200000002,0.000535
7.5000000000000036,1188077.522511602,10066620.283952994,5630297.009191496,0.48164721933025734,0.7622611659726634,5.340956000000002,0.000535
7.600000000000004,1219339.7410686256,10341778.105085878,5858041.454565395,0.48160746060927406,0.7618668660194631,5.409144800000003,0.000535
7.700000000000005,1251007.3980262498,10620638.475265732,6091839.273509829,0.48156820244735327,0.7614825749464185,5.477333600000003,0.000535
7.800000000000004,1283080.622365624,10903202.217250641,6331770.260357912,0.48152948257613226,0.7611079931410528,5.545522400000003,0.000535
7.900000000000004,1315559.2435365785,11189467.80914343,6577912.854598886,0.48149123298053503,0.7607426586859438,5.613711200000003,0.000535
8.000000000000004,1348443.13214911,11479434.1646721,6830345.711452373,0.48145340977721635,0.7603861605720256,5.681900000000002,0.000535
8.100000000000005,1382336.1210470535,11768436.366989579,7089673.857444949,0.4814517199833481,0.7603703277876618,5.7527947000000035,0.000535
8.200000000000005,1416649.7872638176,12061031.38095958,7355484.247176415,0.48145007061253176,0.7603548809258008,5.823689400000003,0.000535
8.300000000000004,1451384.130799487,12357219.206583371,7627856.900563781,0.4814484602320289,0.7603398060461568,5.894584100000003,0.000535
8.400000000000006,1486539.1516541215,12656999.84386178,7906871.837523819,0.4814468874759749,0.7603250898718439,5.965478800000004,0.000535
8.500000000000005,1522114.8498277746,12960373.292795515,8192609.077973245,0.4814453510415374,0.7603107197503879,6.036373500000003,0.000535
8.600000000000005,1558111.2253205087,13267339.553385412,8485148.641828887,0.481443849685331,0.7602966836174503,6.107268200000004,0.000535
8.700000000000005,1594528.2781323926,13577898.625632558,8784570.54900775,0.48144238222006963,0.7602829699630475,6.178162900000003,0.000535
8.800000000000004,1631366.0082634967,13892050.509538045,9090954.819426881,0.481440947511433,0.7602695678000699,6.249057600000003,0.000535
8.900000000000006,1668624.4157138441,14209795.205101963,9404381.4730027,0.48143954447511034,0.7602564666349005,6.319952300000004,0.000535
9.000000000000005,1706303.500483484,14531132.712325042,9724930.529652044,0.48143817207413125,0.7602436564400502,6.3908470000000035,0.000535
9.100000000000005,1744457.946275093,14855640.188016808,10052735.3322987,0.4814393830287569,0.760254959418938,6.461959900000004,0.000535
9.200000000000006,1783034.2712921952,15183731.183576092,10387824.936594155,0.4814405672536469,0.7602660165567385,6.533072800000005,0.000535
9.300000000000006,1822032.4755347564,15515405.69900242,10730279.401154235,0.48144172562393955,0.7602768357877582,6.604185700000004,0.000535
9.400000000000006,1861452.5590027508,15850663.734295445,11080178.784594854,0.4814428589769945,0.7602874247085087,6.675298600000004,0.000535
9.500000000000005,1901294.5216961766,16189505.28945535,11437603.145532286,0.4814439681144216,0.7602977905955038,6.746411500000003,0.000535
9.600000000000005,1941558.3636149808,16531930.364481192,11802632.542582007,0.48144505380391994,0.7603079404219009,6.8175244000000035,0.000535
9.700000000000006,1982244.084759133,16877938.959372535,12175347.034359828,0.4814461167810978,0.7603178808731774,6.8886373000000045,0.000535
9.800000000000006,2023351.685128604,17227531.074128974,12555826.679481568,0.48144715775112,0.7603276183618057,6.959750200000004,0.000535
9.900000000000006,2064881.1647233723,17580706.708750196,12944151.536563108,0.4814481773902663,0.7603371590410495,7.030863100000004,0.000535
10.000000000000007,2106832.5235434165,17937465.86323593,13340401.66422035,0.4814491763473947,0.7603465088179279,7.101976000000005,0.0005350000000000017
10.100000000000007,2149359.453755694,18296591.745074444,13744823.167635536,0.48145597155229636,0.7604100472709742,7.173652600000005,0.0005600000000000017
10.200000000000006,2192311.213675254,18659276.634517737,14157336.15982106,0.4814626159851673,0.7604723075552848,7.245329200000005,0.0005850000000000016
10.300000000000006,2235687.807595792,19025520.560978357,14578020.804577297,0.4814691152846347,0.7605333292918243,7.317005800000004,0.0006100000000000015
10.400000000000006,2279489.2467552107,19395323.60632997,15000000.0,0.4812522614733721,0.7605931528035909,7.388682400000004,0.0006350000000000014
10.500000000000007,2323715.528800358,19768685.753836315,15000000.0,0.46763273413236844,0.7606518122551281,7.460359000000004,0.0006600000000000043
10.600000000000007,2361975.5884382576,20194868.50762308,15000000.0,0.45452231023763157,0.7586565581685051,7.5101730000000035,0.0007215000000000044
10.700000000000006,2400520.5720704338,20625222.73293083,15000000.0,0.44189742225373563,0.7566924817103583,7.559987,0.0007830000000277001
10.800000000000008,2369741.3008621964,21059208.591733083,15000000.0,0.42973579980978427,0.7332211247531725,7.559987,0.3906290000000323
10.900000000000007,2336859.7358966535,21427900.695176657,15000000.0,0.41801638716197315,0.7098411825820966,7.559987,0.78047500000003
11.000000000000007,2302073.8225366417,21736112.590875436,15000000.0,0.4067192666040444,0.6866183696316798,7.559987,1.1703210000000173
11.100000000000007,2287831.3157873475,22092513.511298127,15000000.0,0.3958255873477444,0.6701308089998269,7.559987,1.4144114000000163
11.200000000000006,2272862.3710191688,22425897.30792067,15000000.0,0.38531749943768157,0.653910988540773,7.559987,1.6585018000000156
11.300000000000008,2257228.0624677446,22737395.471481625,15000000.0,0.37517809230318105,0.6379697638386237,7.559987,1.902592200000019
