V0,r,alpha,Cl,Cd,a,a_prime,phi,F,p_n,p_t,sigma,v_rel,beta,chord,af_id
13.0,9.55101481814717,38.06557517464432,0.332625042595367,0.37683537246022425,0.04381383770375436,0.012303359296399282,1.018856178893614,0.9999999990946279,346.98901684741566,60.00001764910395,0.2683187133763593,14.598110678772919,14.25845480678574,5.36733985481492,5
13.0,11.93876852268396,31.843533724424915,0.7139427403387741,0.33729232703248624,0.05973209183674039,0.036363138548601404,0.8952283186926451,0.9999999823062922,581.4751347579977,283.6679789882509,0.21804447399439816,15.664065331737067,13.39714163725627,5.452092684226667,6
13.0,14.32652222722075,24.960798787510203,1.5658894646157107,0.23229971055088544,0.11239763321086482,0.07450627989809426,0.7580828401927894,0.9999999346898465,1239.4481871100415,867.7633360762468,0.18463450246188035,16.783007985171846,12.42201947682708,5.540031728503847,7
13.0,16.71427593175755,20.881447571567854,1.824074958003945,0.1791197345851624,0.13865174083205048,0.07042275287934582,0.6689523768342691,0.9999997945369323,1731.025894076708,1112.1447400543718,0.16059465405791176,18.05573751658571,11.39457131628079,5.621824261194381,8
13.0,19.10202963629434,17.593369530342844,1.9957486882483275,0.12801429900773958,0.16399293287670896,0.06479829826770897,0.5936994819582528,0.9999995501393728,2271.0485283842886,1329.5593527846856,0.14228767714426335,19.427037197127902,10.37097608496841,5.692531175149338,9
13.0,21.48978334083113,15.385440699533785,1.9788169023112507,0.09542319438827278,0.17500808943444499,0.05575168815415637,0.5382869355554329,0.9999990473027265,2690.6144992993063,1435.4941310416395,0.12759061759957246,20.91985103182946,9.403999874823056,5.74261089072697,10
13.0,23.87753704536793,13.642270274163458,1.9176768303102865,0.07149905376394271,0.18148428644934875,0.04778655709980667,0.49298433000455394,0.9999981695777205,3075.8623945076515,1507.5606483044946,0.11527599459637196,22.483988941379017,8.55152220118208,5.764836827022541,11
13.0,26.26529074990471,12.043898942599476,1.8789856494888997,0.04554925295551746,0.18958061565843254,0.0420852588307321,0.4525495804853536,0.9999969307439084,3499.42595257473,1597.7702580197056,0.10463789092536317,24.09425714970315,7.833153039627247,5.756119529852528,12
13.0,28.65304445444151,10.745026427547154,1.8297318631272963,0.02800054758220031,0.19480219872202492,0.036995277706104786,0.4186784891226825,0.9999950395257166,3897.4209763219606,1663.337816898166,0.09503454203837006,25.7470983558298,7.191354972096501,5.70309851275065,13
13.0,31.0407981589783,9.850510766111253,1.7516775173661385,0.021242237621189215,0.1937895720357732,0.03196774113956662,0.3919009221595532,0.9999917610023239,4205.527444715663,1678.642694803443,0.08621027288326301,27.440366197453745,6.551629060916145,5.604676021602162,14
13.0,33.4285518635151,9.179920852965166,1.6718379517471378,0.018968471958094993,0.1900666153595607,0.02753855768830768,0.3694171845645677,0.9999864639389225,4462.510685135779,1669.885111509995,0.07815106843243552,29.160760519912102,5.933995702189942,5.471559126660524,15
13.0,35.81630556805188,8.643471597555608,1.5971611661898544,0.017700095421773705,0.18537067367381016,0.023822537454668512,0.3497934818422157,0.9999783241549899,4690.1312362423405,1652.2771753378047,0.07095760591443753,30.901849238911243,5.346089613189348,5.322778014171772,16
13.0,38.20405927258868,8.19193567043111,1.5295648384260734,0.016847116749753206,0.1804222481395577,0.02072470182628164,0.33231764676669107,0.9999662269502464,4898.777876044706,1630.494445569864,0.06456941044077662,32.65903106815339,4.796333947019595,5.16648228816705,17
13.0,40.59181297712547,7.786529581639417,1.466415262032597,0.016127081691408005,0.1756571519421141,0.018145903049569072,0.3165198605985284,0.9999487609365975,5096.85935818573,1607.5382655681287,0.05904139212647258,34.42914613780085,4.296593562725417,5.019421327310202,18
13.0,42.97956668166226,7.413652485644183,1.4061292264352199,0.01540446415156239,0.17109394369049696,0.015985131223011657,0.3021642576025684,0.9999239679203548,5285.44844808696,1584.2097657238462,0.054276988103422866,36.21050264413592,3.846955194686785,4.885807888739599,19
13.0,45.36732038619906,7.064142526925799,1.3477593852961798,0.014739983223462332,0.16675546095705762,0.014158987844196405,0.2890546864789934,0.9998892761386631,5465.885839069727,1560.6104882465243,0.050180020175225395,38.0014778564488,3.445342056797746,4.767959675121795,20
13.0,47.75507409073585,6.746222356799414,1.2932742211585457,0.014153975688509266,0.16251168659285553,0.012598657322748206,0.27707564852918426,0.9998411039909546,5635.428945649466,1536.2070682915019,0.046537287207180505,39.801084268637666,3.07691390977302,4.654566079625438,21
13.0,50.14282779527264,6.459642185896227,1.243643811649301,0.013619088705866199,0.1583846565042297,0.01125854829042694,0.2660812676410329,0.999774866039405,5794.967550444352,1511.411044555348,0.043240134455393195,41.6082513683704,2.733562457425842,4.54103105171191,22
13.0,52.53058149980943,6.199134850496545,1.1988072611539684,0.013125444030285007,0.15446926542343653,0.010104780021435751,0.2559263291215101,0.9996847811826417,5947.851587232863,1486.9587949540414,0.04024889951353431,43.421927861857455,2.412234674442038,4.42817557762473,23
13.0,54.91833520434623,5.958500673079671,1.1588605530717293,0.012671737029594506,0.15088263390635293,0.009110888597690627,0.24648098979135552,0.9995636290288367,6098.854750635173,1463.7367033591966,0.03753201959470929,45.241190624929075,2.111690772172129,4.316958876583997,24
13.0,57.30608890888303,5.738236143298393,1.1227502958938862,0.012242755867951512,0.14753241177770307,0.00824802268779537,0.2376922299385827,0.9994014646121795,6246.255108086092,1441.374794637898,0.03505936446510853,47.06557885741623,1.828396455235506,4.207880735790049,25
13.0,59.69384261341982,5.537542426451763,1.0901365921103343,0.011835354903230504,0.14444026710827929,0.007496586283470156,0.22948382863570108,0.9991858419401355,6391.873953155062,1420.138383176741,0.032807266389616695,48.89451899884962,1.558783420877334,4.101646187027423,26
