V0,r,alpha,Cl,Cd,a,a_prime,phi,F,p_n,p_t,sigma,v_rel,beta,chord,af_id
9.0,9.55101481814717,38.847531721765144,0.3257829111987464,0.3811772628479705,0.04986570323348443,0.004209995784015207,0.9268836549544648,0.9999999997577342,188.0819604982283,11.919545918006904,0.2683187133763593,10.692312164515783,14.25845480678574,5.36733985481492,5
9.0,11.93876852268396,32.06732263098833,0.7078246318780963,0.34013172197756647,0.0734459973094384,0.026873861774279185,0.7935139316476808,0.9999999965959981,337.6827487234302,121.56840172234122,0.21804447399439816,11.698550712150334,13.39714163725627,5.452092684226667,6
9.0,14.32652222722075,24.377854669791084,1.5856692036215108,0.22530804265699692,0.15303510013540697,0.06271436693120837,0.6422883056895237,0.9999999939405506,771.804885136431,422.7850436049354,0.18463450246188035,12.725060174814578,12.42201947682708,5.540031728503847,7
9.0,16.71427593175755,19.898859110127404,1.8583394170769016,0.1699165509153197,0.19963662773539492,0.05937024410606437,0.5461827326960942,0.9999999886792659,1110.0059918689685,543.0580071974586,0.16059465405791176,13.8676676890523,11.39457131628079,5.621824261194381,8
9.0,19.10202963629434,16.593782211070703,1.9770960310985126,0.11898177991439211,0.23907257498023277,0.052940788726870344,0.4706331517818365,0.9999999835747664,1444.3183003946342,628.6485005201201,0.14228767714426335,15.102737600170695,10.37097608496841,5.692531175149338,9
9.0,21.48978334083113,14.52091862389962,1.934572179603452,0.08994621092120125,0.25927683665283974,0.04476524075658821,0.4175779385855076,0.9999999724320587,1715.3873803003742,667.5414372773828,0.12759061759957246,16.438284429415752,9.403999874823056,5.74261089072697,10
9.0,23.87753704536793,12.823288478244772,1.8841883928764913,0.06521476639921207,0.27839268489807045,0.03835701348929266,0.37307016085794287,0.9999999593840212,1993.6959978883829,701.8189321464995,0.11527599459637196,17.818632039388223,8.55152220118208,5.764836827022541,11
9.0,26.26529074990471,11.296056937567705,1.8466127791955094,0.0402942715345069,0.2998115296275474,0.033548354087409624,0.3338770349188995,0.9999999487569464,2291.692479940472,739.3005144404212,0.10463789092536317,19.229582735991393,7.833153039627247,5.756119529852528,12
9.0,28.65304445444151,10.231686905690516,1.7841231464684673,0.026040170441386987,0.3118343324489266,0.029151081572036806,0.3040987839917371,0.9999999262014605,2555.6344301924582,761.2546112185053,0.09503454203837006,20.684033116863485,7.191354972096501,5.70309851275065,13
9.0,31.0407981589783,9.538577955039596,1.7187392364573317,0.020658268502145936,0.31737736035704694,0.0252209668297785,0.28083642726741764,0.9999998830901448,2795.121703485423,770.0156630032056,0.08621027288326301,22.166318916004478,6.551629060916145,5.604676021602162,14
9.0,33.4285518635151,9.069935790785683,1.659787150618702,0.018808078171987506,0.31914444560092853,0.021892088072536557,0.2618773428075913,0.9999998061596386,3019.056349845611,772.6484402364495,0.07815106843243552,23.668728782877515,5.933995702189942,5.471559126660524,15
9.0,35.81630556805188,8.736168740158877,1.6079810946161304,0.017799793735461658,0.3190785773764842,0.019141235855375895,0.24579111189389974,0.9999996755394885,3234.349651890258,773.4290378376452,0.07095760591443753,25.185758302109157,5.346089613189348,5.322778014171772,16
9.0,38.20405927258868,8.481287350234105,1.5636307990809453,0.01713913826902155,0.31828401888310154,0.01685842289687161,0.23174754598149597,0.9999994614247537,3445.398709459385,773.3052149312102,0.06456941044077662,26.713159704889083,4.796333947019595,5.16648228816705,17
9.0,40.59181297712547,8.25804741522376,1.523691395091028,0.0165231201891389,0.3177239343701425,0.014954979963082439,0.21912915898251212,0.9999991262800625,3657.2974688890204,772.9722027126049,0.05904139212647258,28.24773842214952,4.296593562725417,5.019421327310202,18
9.0,42.97956668166226,8.060046991925041,1.4852825287592533,0.0159006506770256,0.317059470886267,0.013352647507037815,0.20782572971003882,0.9999986002976624,3868.09768506452,772.51375109013,0.054276988103422866,29.78906711701231,3.846955194686785,4.885807888739599,19
9.0,45.36732038619906,7.876651470073677,1.44744107656077,0.015327698702465002,0.3164191985766964,0.011989457279343713,0.1976154024448896,0.9999977848216569,4078.5662027874323,771.8192456535292,0.050180020175225395,31.335882559001128,3.445342056797746,4.767959675121795,20
9.0,47.75507409073585,7.715888059865026,1.4127992502855546,0.014800684404583486,0.31569180224711824,0.01082130577125004,0.18837926739741115,0.9999965225506889,4287.91336815811,770.9858635799951,0.046537287207180505,32.88764760692672,3.07691390977302,4.654566079625438,21
9.0,50.14282779527264,7.579874779845642,1.3820891100120614,0.014315057688643893,0.31478855823070245,0.009813302418220043,0.1800127744996732,0.9999945690244021,4495.347184700427,770.0632636788334,0.043240134455393195,34.44386290006932,2.733562457425842,4.54103105171191,22
9.0,52.53058149980943,7.463509728637034,1.3550101208267658,0.013871692051183142,0.3138433648246074,0.00893775692517593,0.17237359343063,0.9999915712921843,4701.736691875692,769.0747368538975,0.04024889951353431,36.00375927292539,2.412234674442038,4.42817557762473,23
9.0,54.91833520434623,7.359242896796346,1.33158870907746,0.013469266547706076,0.31313232032717664,0.008173109157304667,0.16530831327298476,0.9999870435616101,4909.379085404758,768.0799193604084,0.03753201959470929,37.566495586887235,2.111690772172129,4.316958876583997,24
9.0,57.30608890888303,7.269106565589108,1.3109366950178174,0.01309833536055686,0.31247600498695466,0.007501372006939693,0.15879071893501795,0.999980196878604,5116.94677646387,767.0686184093585,0.03505936446510853,39.131984837370965,1.828396455235506,4.207880735790049,25
9.0,59.69384261341982,7.191703765836271,1.29283598642632,0.012755515242747227,0.31198845297178,0.0069084208419835005,0.15273415007322638,0.999969930196846,5325.559825991297,766.0722427744871,0.032807266389616695,40.69976632080988,1.558783420877334,4.101646187027423,26
9.0,62.08159631795661,7.124148220047191,1.2769778095486508,0.012432981449960096,0.3117048400307766,0.00638275240569323,0.14708099202739258,0.9999546240127236,5535.748305828347,765.1246775702534,0.030753792037242766,42.26955161114968,1.302436869719713,3.998712335312356,27
9.0,64.46935002249339,7.061281738292176,1.2625757533236364,0.012118131151930358,0.3114238637376085,0.005914637486407034,0.14182971552923113,0.9999317193098007,5745.69773216251,764.2249239831713,0.028879312373050074,43.84138274478276,1.064427371073839,3.899408676051565,28
9.0,66.85710372703018,7.003202113223272,1.2493932981513256,0.011802080759208673,0.3110445881165556,0.005496223574420162,0.13695918523410078,0.9998973760858609,5954.323465642497,763.3969453569566,0.02716063107801975,45.41518083231466,0.8434461662411673,3.803172543681295,29
9.0,69.24485743156698,6.9508467091783235,1.2374341684638384,0.011484404875330385,0.31055218488064934,0.00512086639981867,0.13243463934874225,0.9998458971306073,6161.304251961117,762.6493741272732,0.025577394017403804,46.99077083914807,0.636564186841789,3.709389453654426,30
